,GBC_PC1_ztstat,GBC_PC2_ztstat,GBC_PC3_ztstat,GBC_PC4_ztstat,GBC_PC5_ztstat
CHI3L2,-0.03331036,0.131503341,-0.000414575,0.096584199,0.351443574
CHIA,-0.170713704,0.123054644,-0.198827168,0.203389599,0.13353045
CHIC1,-0.048329886,0.091214823,0.062045196,0.068102456,0.249919079
CHIC2,0.138280665,-0.088813189,0.176781086,0.008049344,0.090335421
CHID1,0.350131472,-0.04701973,-0.038981124,0.063914617,-0.033395438
CHIT1,0.228299773,-0.086972509,0.014656065,-0.130389317,-0.043841957
CHKA,0.044212724,0.085165434,-0.058492936,0.133775949,0.137553036
CHKB,0.050721344,0.082981456,0.090638774,0.064730949,0.152263331
CHL1,0.226631386,-0.098624187,0.109467677,-0.093193125,-0.140455413
CHM,-0.051852417,-0.003114584,0.011176682,-0.040721626,-0.079510971
CHML,-0.179813314,0.04874589,0.171725454,-0.056062305,0.154341845
CHMP1A,0.398771868,-0.133675865,0.180226644,-0.055690185,0.063153046
CHMP1B,0.308207571,-0.025732192,-0.073387828,0.087425311,-0.050081327
CHMP2A,0.281854681,0.02963331,-0.050142855,0.144426689,0.126548645
CHMP2B,0.136949234,0.025458727,-0.038761032,0.16806559,0.132714883
CHMP4A,0.401137608,-0.07979544,0.135643455,0.047726805,0.201984192
CHMP4B,-0.089646409,0.163049001,-0.13551664,0.070789756,0.081875221
CHMP4C,-0.109452998,0.164445156,-0.196234943,0.116877772,0.069481748
CHMP5,-0.015866445,-0.033881967,0.002451058,0.07854327,0.049723538
CHMP6,0.266859716,0.015680439,0.017320271,0.054112083,0.100637303
CHMP7,-0.025924837,0.032529526,-0.06824103,0.087293958,0.079248871
CHN1,-0.118168031,0.039707652,0.141228725,-0.14684435,0.001184157
CHN2,-0.176626223,0.178384345,-0.03142845,0.093342347,0.197937754
CHODL,0.291959289,-0.03666413,0.127317487,0.020591928,0.115363297
CHORDC1,-0.001538566,0.009331578,0.065306938,0.052536716,0.091634815
CHPF,0.314961455,-0.008776055,0.128035595,-0.034397615,0.168269202
CHPT1,0.36149669,-0.175291044,0.086409401,0.058262237,0.056770901
CHRAC1,0.01007416,0.090942241,0.033690441,-0.044076,-0.052724218
CHRD,-0.196135496,0.059003254,0.138534273,-0.025810863,0.104878006
CHRDL1,0.410746347,-0.067078347,0.088474996,0.019703368,0.15393709
CHRDL2,-0.281368759,0.151945033,-0.08759526,0.173655493,0.133249043
CHRFAM7A,0.073706273,0.039827763,-0.012246426,0.060586545,0.074928613
CHRM1,0.100633045,0.104168601,-0.077174867,0.176643892,0.063647506
CHRM2,-0.225112352,-0.009655118,-0.126065136,0.087150934,0.039192166
CHRM3,0.170472953,0.02563322,0.06386917,-0.0175067,-0.016177174
CHRM4,0.135893097,-0.059290481,0.128215879,0.005359257,0.201262923
CHRM5,-0.095932025,0.178453542,-0.149079929,0.155875722,0.041488257
CHRNA1,0.331482292,-0.055737407,0.210873071,0.00404623,0.303679752
CHRNA10,-0.004136312,0.005046104,-0.019673718,0.048048489,-0.097337876
CHRNA2,0.02411612,-0.091960157,0.319721863,-0.287056868,-0.066604072
CHRNA3,0.303815278,-0.236219517,0.002084101,-0.157828349,-0.213922794
CHRNA4,0.109401072,-0.020653893,0.17295524,-0.073027327,-0.011098026
CHRNA5,0.214066017,0.122323422,-0.068403334,0.002596988,-0.045663042
CHRNA6,0.351634237,-0.094845498,0.206155972,-0.160221737,-0.006166919
CHRNA7,0.1383593,0.048040276,0.121887139,0.01962433,0.159670161
CHRNA9,-0.230912186,0.113820481,0.002156377,0.2432136,0.380253998
CHRNB1,0.41416365,-0.088801884,0.14547693,-0.018381898,0.056457061
CHRNB2,0.115014371,-0.130919429,0.048845717,-0.071427553,-0.076837953
CHRNB3,0.222264575,-0.011383563,0.1821022,-0.050999411,0.270542235
CHRNB4,-0.426392751,0.328451472,-0.239254505,0.274896895,0.005919084
CHRND,0.427208903,-0.118118956,0.257177227,-0.05443506,0.146513688
CHRNE,0.312513578,-0.212932882,0.110445167,0.040319501,0.120303198
CHRNG,0.111404657,-0.320626573,0.339139503,-0.409324126,-0.351163333
CHST1,0.348126721,-0.102099276,-0.00711354,0.060390712,-0.028062906
CHST10,0.317283021,-0.079691905,0.326901057,-0.173538844,0.143507133
CHST11,-0.067528182,0.130687505,-0.347842199,0.289195054,0.11633526
CHST12,-0.180425805,0.121205033,-0.200662437,0.224595489,0.120358315
CHST13,0.203158273,-0.015449754,0.016484625,0.056991564,0.091711941
CHST14,0.330492396,-0.014035139,0.111416438,0.062907723,0.173983701
CHST15,0.30882753,0.052752876,0.003739316,0.220926855,0.173431788
CHST2,0.045533316,0.106279223,0.021167039,0.233720599,0.323248039
CHST3,-0.090882655,0.155976921,-0.078211946,0.058085809,0.080014303
CHST4,-0.21855659,0.047445987,-0.184844543,0.093545985,-0.041094025
CHST5,-0.015489221,9.70E-05,-0.043189578,0.043814868,0.009909739
CHST6,0.093589522,0.124479312,-0.005618709,0.018502049,0.103842781
CHST7,0.47446954,-0.163428921,0.209494614,-0.052432216,0.131232862
CHST8,0.370259933,-0.230332975,0.318808027,-0.05607517,0.243094104
CHST9,0.502804675,-0.223372896,0.245149122,-0.18232486,-0.006900178
CHST9-AS1,0.228582832,0.045560273,0.035623878,0.0228287,0.06355762
CHSY1,0.036926023,0.108081664,-0.001058933,-0.03023211,0.142308705
CHSY3,0.068150168,0.046382649,-0.126621474,0.082784404,-0.154783334
CHTF18,0.080420128,-0.023407661,-0.049098518,-0.049181951,-0.203870625
CHTF8,0.245833493,-0.049345213,-0.010463446,0.080275693,0.082928864
CHUK,0.16377317,0.041712496,-0.048357868,0.102093942,0.137656425
CHURC1,0.059593991,-0.043360676,-0.042069961,0.067193261,0.062884729
CIAO1,0.256617537,0.043217253,0.066548283,0.056874013,0.196951381
CIAPIN1,0.17074863,0.073500368,0.040941371,0.137308401,0.291995719
CIB1,0.471096387,-0.130352395,0.180921031,-0.025787257,0.163108543
CIB2,0.347791025,-0.077721356,-0.0132667,0.170344949,0.08854054
CIB3,0.200657086,-0.080072209,-0.023303541,-0.027370369,-0.053994473
CIB4,-0.159364143,-0.154753877,0.124643782,-0.299709104,-0.393537151
CIC,0.172935671,-0.055805034,-0.029501381,0.110786851,0.02000637
CICP8,0.333638681,-0.103149377,0.13709202,0.147812641,0.419981522
CIDEA,0.197799401,0.087190303,0.085926176,0.141595753,0.33589457
CIDEB,-0.091477625,0.017218511,-0.072025043,0.12385614,-0.031812964
CIDEC,0.263850866,-0.00629178,0.195320567,-0.051059676,0.231852005
CIDECP,0.234754765,-0.010419528,0.209943674,-0.077089671,0.213118589
CIITA,0.063640251,0.139745235,-0.167092943,0.197736302,0.187998816
CILP,0.085409561,-0.08022166,0.042085346,0.015819156,0.01878538
CILP2,0.22512662,-0.114456832,0.083983963,-0.021019022,0.064155456
CIR1,0.152793024,0.007941604,0.099062052,0.047463066,0.177804126
CIRBP,-0.119947123,0.059394292,-0.073588449,0.047832748,-0.005117378
CIRBP-AS1,0.004364138,-0.10582027,-0.052691117,0.151044926,0.010598685
CIRH1A,0.212170571,-0.037483635,0.117101761,0.074648892,0.269832977
CISD1,0.072238974,0.068916582,-0.014627217,0.143011318,0.123559853
CISD2,-0.005943674,0.072956326,0.045073918,-0.035061529,0.070853897
CISD3,0.422887367,-0.10621565,0.210188868,0.052566141,0.173360423
CISH,-0.015118741,-0.012700952,-0.057550673,-0.007067002,-0.033405198
CIT,-0.244256041,-0.073263089,0.164198741,-0.191681047,-0.092638995
CITED1,0.088759036,-0.102367165,0.101642507,-0.050256914,-0.086946615
CITED2,-0.112400543,-0.018374687,0.229291967,-0.094109537,0.141529055
CITED4,0.217790745,-0.09211449,0.224785871,-0.221184881,-0.083113501
CIZ1,-0.0132682,0.043373144,0.039761601,-0.085116494,0.024369499
CKAP2,0.026823031,-0.02061224,0.07154392,0.089825925,0.2373682
CKAP2L,-0.364669897,-0.00733145,-0.012710865,-0.098001965,-0.253396715
CKAP4,0.222853665,-0.051318189,0.115564342,0.079211563,0.068956426
CKAP5,0.022557164,0.066666368,-0.018118887,0.221921618,0.228692532
CKB,0.099341636,0.023359426,0.270011536,-0.053847071,0.24643921
CKLF,0.198977572,0.070987237,-0.12949446,0.218135184,0.086443908
CKM,-0.085569359,-0.019492082,-0.023773966,0.04989433,0.048840798
CKMT1A,-0.133802769,0.116395902,0.025889931,0.008823913,0.113662351
CKMT1B,-0.16965669,0.131645707,-0.048069886,0.022472334,0.112027874
CKMT2,0.208420792,0.018319054,0.173200484,0.101561155,0.403076232
CKS1B,0.191215893,0.004979429,-0.068432851,0.186927642,0.013557761
CKS1BP6,0.180755362,-0.03986599,-0.070451705,0.164223155,-0.022964613
CKS2,-0.223125836,0.0116998,-0.069813145,0.019836195,-0.04093628
CLASP1,0.075804517,-0.08750424,0.134423846,-0.029386666,0.020374766
CLASP2,-0.25715259,0.260637385,-0.150063042,0.097127581,0.128476691
CLC,0.276008561,0.022667684,0.066289306,0.198815883,0.476077814
CLCA1,0.304922119,-0.442203871,0.256751846,-0.194274686,-0.218613081
CLCA2,0.079258396,0.240597096,0.064268582,0.291679113,0.614854905
CLCA3P,-0.194050146,-0.044900059,0.032295503,-0.112881252,-0.090581813
CLCA4,0.217729164,-0.038466544,0.123521474,-0.135427066,-0.039775514
CLCC1,-0.088829329,0.075978605,-0.085694395,-0.016039338,0.000316847
CLCF1,-0.14476763,0.158959907,-0.142466502,0.110359374,0.018353447
CLCN1,-0.150426723,0.001246473,0.010777743,0.011613465,-0.081251431
CLCN2,-0.099145189,0.110755229,0.049419348,0.053089663,0.142937604
CLCN3,0.017010481,0.173424854,0.010045679,0.01380907,0.183745094
CLCN4,-0.311015314,0.107547112,-0.093090969,0.00444062,-0.116506303
CLCN5,0.320784901,-0.100897808,0.266228254,0.03959135,0.358368394
CLCN6,0.263183189,-0.069374199,0.168345694,-0.036055803,0.15422981
CLCN7,0.155247513,0.076840604,-0.015108246,0.071924301,0.163281178
CLCNKA,0.040934375,-0.039613852,0.038513547,0.104934291,0.200735058
CLCNKB,-0.291808332,0.356259628,-0.171726287,0.395251946,0.315913764
CLDN1,0.078156237,0.156514113,-0.118140346,0.31192045,0.416674594
CLDN10,0.380856613,-0.143229253,0.02084425,-0.02244147,-0.052485258
CLDN11,-0.05929479,0.180669358,-0.072291517,0.082513208,0.099264306
CLDN12,-0.080536811,-0.009341156,-0.008806287,0.15984788,0.055064555
CLDN14,0.14415412,-0.062721607,0.100022237,-0.024691087,-0.022622126
CLDN15,-0.220609149,0.146030041,-0.151901863,0.150350737,0.072249277
CLDN16,-0.234548432,0.222655323,-0.282775711,0.158674232,0.016734878
CLDN17,0.173564927,-0.165102892,-0.0506247,-0.033558651,-0.235640993
CLDN18,-0.097196394,0.008307878,-0.115932889,-0.122839523,-0.28679441
CLDN19,0.069561384,-0.03351471,-0.066589771,0.03144291,-0.04467024
CLDN2,0.456817223,-0.25767875,0.233512775,-0.103859777,0.066939618
CLDN20,0.139885795,0.124829777,-0.086966988,0.146796118,0.08267714
CLDN22,0.009631031,8.96E-05,0.029778778,0.054027622,0.165579745
CLDN23,0.093375935,0.1851966,0.082136488,0.013770387,0.132324161
CLDN3,0.132638457,0.027352436,0.054239469,0.06336645,0.100842869
CLDN4,0.207326125,-0.165680974,0.013898127,0.161494521,-0.03833621
CLDN5,-0.101578827,0.13457488,0.092473968,0.05732605,0.240131594
CLDN6,-0.104285096,0.086596833,-0.168614371,0.091845146,-0.081088129
CLDN7,0.09698943,-0.040427798,0.061676928,-0.099296512,0.042059836
CLDN8,-0.385893316,0.033729536,-0.124590163,-0.116384273,-0.394393188
CLDN9,-0.165599772,0.107261427,-0.2060602,0.176374488,0.11636755
CLDND1,-0.1571022,0.241610482,-0.072748331,0.12011648,0.163082496
CLDND2,0.446029147,-0.164358509,0.138423543,0.012267781,0.031672221
CLEC10A,-0.035962456,0.06131882,-0.052705012,0.1353619,0.183930241
CLEC11A,0.19265908,0.059958242,0.024066838,0.145464039,0.334423105
CLEC12A,0.159793261,-0.125843062,0.099523106,0.008938091,0.020659002
CLEC12B,0.059523811,-0.389705231,0.202830576,-0.44027396,-0.497505858
CLEC14A,0.182496142,0.09076259,0.141896365,0.092233648,0.20994981
CLEC16A,-0.258761423,0.040377594,0.051418524,-0.023742399,0.131550672
CLEC17A,0.211679382,0.075554297,-0.017354657,0.256231771,0.417256572
CLEC18A,-0.011763569,-0.023904811,-0.096961084,0.258229995,0.068182054
CLEC18B,0.174425848,-0.085880258,0.03545791,0.134116113,0.140626463
CLEC1A,-0.074015227,0.01719111,-0.037580173,-0.209876537,-0.397538026
CLEC1B,0.146305248,-0.086282319,0.03849452,-0.389221737,-0.328800138
CLEC2A,-0.062708987,0.222367836,-0.003818153,0.077095215,0.322424719
CLEC2B,0.05211606,0.056917843,0.163846621,0.043514953,0.26262835
CLEC2D,0.043307843,-0.031025388,-0.062300134,0.068290417,-0.02942325
CLEC2L,0.143744738,-0.030795944,0.254806115,0.01945569,0.393047302
CLEC3B,-0.011090843,0.122597384,0.070561295,0.223210879,0.345282593
CLEC4A,0.135179661,0.09743453,-0.098286591,0.103042184,0.102697202
CLEC4C,0.008922102,-0.086605094,0.242987109,-0.022742446,0.288979406
CLEC4D,0.174571992,0.09767412,0.091261515,0.254682893,0.522033021
CLEC4E,-0.035178579,0.032337458,0.094021329,-0.147302587,-0.163028503
CLEC4F,-0.007335864,0.240575092,-0.260930738,0.151156208,-0.022926705
CLEC4G,0.400308375,-0.063410116,0.079355088,-0.090036596,-0.101363124
CLEC4M,-0.246355381,0.083547492,-0.044330032,0.050481241,0.121950553
CLEC5A,,,,,
CLEC6A,0.225258809,0.090961454,-0.034629197,0.188582661,0.351591383
CLEC7A,0.196669753,-0.224054263,0.092141461,-0.255233675,-0.266695265
CLEC9A,0.247306082,0.053467846,0.034108875,0.008574433,0.052057078
CLECL1,0.182439501,-0.209866521,0.050066453,0.02571454,0.104886095
CLGN,-0.30999901,0.041415563,-0.012091191,0.032796721,0.015121113
CLIC1,0.113453769,-0.018136817,-0.01430751,0.208596812,0.20277849
CLIC2,0.15933897,-0.054355844,0.099966025,-0.033317422,0.003490367
CLIC3,0.136526211,-0.232104774,0.185303936,-0.063964469,0.117417265
CLIC4,-0.136551094,0.22566999,-0.102775626,0.05757539,0.133788363
CLIC5,0.41791445,-0.24110865,0.203966757,-0.060312673,0.139281242
CLIC6,-0.105110766,0.009214367,-0.063475914,0.111481129,0.032227368
CLINT1,0.290924926,-0.069680282,0.136076692,-0.060720338,0.01059119
CLIP1,-0.18409775,0.117230426,-0.181466434,0.207599557,0.185754994
CLIP2,-0.052712686,0.116975019,0.056298243,0.044942295,0.138596568
CLIP3,0.125123744,-0.005477884,-0.068359927,-0.1236104,-0.209218124
CLIP4,-0.189141146,0.179355757,-0.123792366,0.242341082,0.326326505
CLK1,0.019333668,-0.000874409,-0.006015612,-0.004076333,-0.00422015
CLK2,0.08754419,0.012900643,0.114313278,-0.042473069,0.072949915
CLK2P,-0.084305461,0.081293938,-0.003100818,-0.016373576,0.117765029
CLK3,-0.053409972,0.028875084,0.117771687,-0.067562277,0.223013384
CLK4,0.08474701,-0.019240594,0.247094271,-0.079716805,0.114875562
CLLU1OS,0.135658163,-0.375242635,0.079732639,-0.303451151,-0.444571524
CLMN,-0.220678364,0.242328222,-0.070415112,0.004292273,0.101631105
CLN3,0.324601382,-0.011718617,0.112755119,0.030876119,0.148709016
CLN5,0.156466844,0.071641427,0.032672583,0.10166146,0.264866192
CLN6,-0.134776374,0.143637774,0.008447099,0.083182296,0.276052485
CLN8,-0.06751685,0.200745104,-0.290364634,0.222133627,0.151704227
CLNK,-0.413256095,0.35376997,-0.158748758,0.193825755,0.207763719
CLNS1A,0.21316426,0.069601611,-0.128624136,0.131465031,0.118278792
CLOCK,-0.271100307,0.208316685,-0.192951255,0.09579586,0.02757694
CLP 1,0.105284546,-0.024741918,0.129943246,0.021812118,0.226802065
CLPB,0.444976607,-0.081680113,0.222111529,-0.068080639,0.145033331
CLPP,0.272811105,-0.031474535,-0.014652661,0.117805071,0.059285817
CLPS,0.317129128,-0.131969675,-0.016657238,0.122701827,0.08816764
CLPTM1,0.179052705,0.049801072,-0.014548707,0.094965738,0.207032463
CLPTM1L,0.265883526,-0.053011469,0.159151018,0.022910802,0.156591981
CLPX,-0.384668992,0.253655547,-0.177981211,0.085986332,0.045740345
CLRN2,0.041047953,0.120051426,-0.031164418,0.083766764,0.06518188
CLRN3,-0.049992014,0.217350336,-0.052951637,0.058450677,-0.019415426
CLSPN,0.026208086,-0.072009083,-0.038803299,-0.078780205,-0.25943914
CLSTN1,-0.107158807,0.042729101,0.06105186,0.022944615,-0.036385634
CLSTN2,0.011611265,0.050548845,-0.292924944,0.251886312,-0.082428828
CLSTN3,0.244370515,-0.025186555,0.185101568,0.015753752,0.178515938
CLTA,0.319370141,-0.030681103,0.125848965,0.065261266,0.147574518
CLTB,0.04797588,0.125320243,-0.065423848,0.16845615,0.043181132
CLTC,0.156172809,-0.091314488,0.142302929,0.028143512,0.05033069
CLTCL1,0.285002368,0.002892553,0.051180178,0.090363093,0.070298276
CLU,0.428408652,-0.100560841,0.09073731,0.067016288,0.111886356
CLUAP1,0.022130682,-0.032736867,0.111382387,-0.015542464,-0.02483839
CLUL1,0.170874065,-0.034403574,0.033819011,-0.072670691,-0.181977713
CLVS2,-0.164027528,0.040501915,0.027086793,-0.004768671,0.02620719
CLYBL,0.173853066,0.190410602,0.067926311,0.079213117,0.072324184
CMAH,0.26216351,-0.05244289,0.298525299,0.022103626,0.40597106
CMAS,0.33591482,-0.048419439,-0.005721325,0.107702817,0.012618873
CMBL,-0.271556408,0.067812943,-0.213262121,0.12967429,-0.13262947
CMC1,0.178805971,0.021935007,0.033562428,0.194676155,0.166744264
CMC2,-0.081466033,0.250049441,-0.129401858,0.2683758,0.329820451
CMKLR1,-0.151984408,0.200755283,-0.246151182,0.164667136,0.048558807
CMPK1,0.268517203,-0.061734997,0.084278843,0.109371441,0.225281372
CMPK2,-0.066107589,-0.032620621,-0.065314712,0.132228737,-0.125368158
CMTM1,0.255289838,-0.049419068,-0.044181345,0.13712321,-0.05885607
CMTM2,-0.214621366,0.03913904,-0.113956448,0.052707292,0.047853838
CMTM3,0.252397799,0.00152408,-0.052952669,0.139713831,0.060536228
CMTM4,0.368076593,-0.095970708,0.082782011,-0.012292127,-0.041062027
CMTM5,-0.15488662,0.274595421,-0.211515282,0.225631227,0.152204728
CMTM6,0.197723414,-0.035495091,0.109680216,0.0694767,0.147474306
CMTM7,0.32436798,0.017642184,0.009796197,0.121706595,0.150590809
CMTM8,0.374900165,-0.250145739,0.200112193,-0.161119109,-0.24065759
CMYA5,-0.284700276,0.134071447,-0.072246437,0.121166221,0.22078459
CNBD1,0.034499117,0.068469117,0.117124828,0.246973698,0.541026995
CNBP,-0.076766438,0.048797499,-0.054390737,0.177492401,0.189218623
CNDP1,-0.232993002,0.268338648,-0.052468874,0.096272529,0.194426283
CNDP2,0.346919868,-0.006863068,0.105559513,-0.025971499,-0.012612471
CNFN,-0.047443121,-0.086659314,0.085895384,-0.097907827,-0.080801015
CNGA1,0.179439761,0.107667801,-0.024268176,0.202935418,0.379103083
CNGA2,0.150608961,-0.285785839,0.108833552,-0.357418629,-0.474683726
CNGA3,0.003862166,0.054217365,-0.124955527,-0.055766853,-0.081768262
CNGA4,0.506804688,-0.313915697,0.3231141,-0.175980801,0.168063085
CNGB1,0.346587085,-0.200397421,0.187377376,-0.135910779,-0.149180616
CNGB3,0.042679143,0.002553038,0.011745244,-0.102293843,-0.205598464
CNIH,-0.178964324,0.182586065,-0.108749826,0.146410525,0.177983304
CNIH2,0.472986704,-0.139946439,0.131768263,-0.012643012,0.055963363
CNIH3,0.38801655,-0.088914696,0.154345393,0.047713866,0.072493559
CNIH4,0.255308399,0.035666703,0.069498231,0.067667729,0.203031086
CNKSR1,0.09067783,-0.323835318,0.124250853,-0.245304461,-0.215950423
CNKSR2,-0.219683954,0.033411903,-0.090766388,-0.009297633,-0.088877107
CNKSR3,-0.02627853,0.24431069,-0.033896807,0.174039765,0.318918921
CNN1,0.243035714,-0.108829116,0.296914412,-0.013298799,0.171147692
CNN2,0.125805993,0.04828394,0.079223958,0.032212525,0.169422913
CNN3,0.350635599,-0.085506815,-0.009840506,0.072733256,-0.024655881
CNNM1,-0.179731455,0.161298295,0.013894657,0.097624863,0.207552871
CNNM2,-0.055633823,0.111168586,-0.124398241,0.148253082,0.105625754
CNNM3,-0.142197902,0.103373312,-0.103635456,-0.011963891,-0.014370952
CNNM4,0.110880944,-0.015474829,0.015084174,-0.016716023,-0.176607727
CNO,0.284713574,-0.098034287,0.061926244,0.033979308,0.079353188
CNOT1,-0.070576643,0.111100518,-0.0139231,0.030013725,0.027406667
CNOT10,0.052571254,0.135112997,0.009418874,0.189775537,0.269457476
CNOT2,-0.148782547,0.163255281,-0.205477254,0.194212357,-0.048529369
CNOT3,0.176873301,-0.008044684,0.197774654,-0.167141169,0.08425366
CNOT4,0.019374499,0.088453897,-0.143342329,0.09970038,0.037567865
CNOT6,0.033866664,0.07100788,-0.098615552,0.096442968,0.033449193
CNOT6L,-0.32426121,0.079493013,-0.04887697,-0.002151877,-0.028811085
CNOT7,0.289383696,0.023589467,0.007645622,0.109914548,0.129503174
CNOT8,0.048132338,0.063599173,0.062859257,0.065548751,0.101752833
CNP,-0.183228642,0.280013376,-0.137677292,0.183632594,0.161817918
CNPY1,0.121605024,-0.092682054,0.097147378,-0.105993324,-0.107704685
